date,symbol,current_state,markov_weighted_ev,coverage,weighted_samples
2022-10-07,SPY,1,-0.0011818965808700497,0.9614482738746081,142.88932455881994
2022-10-10,SPY,2,-0.0018671047666285487,0.9655722198109619,146.28150244141918
2022-10-11,SPY,2,-0.0024380939759215564,0.9650366984495481,148.85524139955623
2022-10-12,SPY,2,-0.002715649682515643,0.9650366984495481,148.85524139955623
2022-10-13,SPY,0,-0.0037161109176146855,0.9557728783035473,149.95410956596527
2022-10-14,SPY,1,-0.00203802446019883,0.9617502309992952,142.56037117897228
2022-10-17,SPY,0,-0.003772786626597423,0.9549842072099275,147.5360015829009
2022-10-18,SPY,0,-0.003781694504148143,0.9557450681198405,146.41337957026548
2022-10-19,SPY,0,-0.0037649487503255675,0.9556206883100434,145.05584682028893
2022-10-20,SPY,0,-0.0038143112240347716,0.9554885186490685,143.73840617333738
2022-10-21,SPY,0,-0.00407607566092887,0.9552692345225016,144.14111527391384
2022-10-24,SPY,0,-0.0038362851396840894,0.9546171361341423,141.7732825917672
2022-10-25,SPY,0,-0.0038911736822419235,0.9551682451896726,142.55261469669958
2022-10-26,SPY,0,-0.0038462065244461705,0.9557328013969879,144.45977237773292
2022-10-27,SPY,0,-0.0037338682518180282,0.956271834153327,145.6793937861259
2022-10-28,SPY,0,-0.00350825646912005,0.9305631143269049,146.61572812191028
2022-10-31,SPY,0,-0.003343272676920128,0.9329102059318906,147.8511375041904
2022-11-01,SPY,0,-0.0032394815217810934,0.9312362113065258,148.05629240127652
2022-11-02,SPY,0,-0.003284458293683321,0.9312362113065258,148.05629240127652
2022-11-03,SPY,0,-0.003415498215949475,0.9312362113065258,148.05629240127652
2022-11-04,SPY,0,-0.0036539308802800066,0.9396712764759833,150.2010295042739
2022-11-07,SPY,0,-0.0037626071716638436,0.9380845389553654,150.4227878127762
2022-11-08,SPY,0,-0.0039137733178953695,0.9380845389553654,150.4227878127762
2022-11-09,SPY,0,-0.004021196405569128,0.9380845389553654,150.4227878127762
2022-11-10,SPY,0,-0.0041962133137243875,0.9587258893598486,154.0989086481813
2022-11-11,SPY,0,-0.003911738780266514,0.9590223842595624,155.07049693933152
2022-11-14,SPY,0,-0.003649850135462009,0.9592078844130122,156.03236022489844
2022-11-15,SPY,0,-0.003469748262129685,0.9594018806594788,156.99123563985412
2022-11-16,SPY,0,-0.0032776397106138487,0.9595948636828058,157.95589309710002
2022-11-17,SPY,0,-0.003029568600930132,0.9597933202536665,158.9222911604428
